h3,hour,dow,impact,tickets
8a618924b28ffff,13,Wednesday,12.0,2
8a618924b297fff,11,Sunday,5.2,1
8a618924b297fff,13,Friday,12.0,2
8a618924b29ffff,11,Friday,7.800000000000001,1
8a618924b2affff,3,Thursday,8.0,1
8a618924b2affff,4,Sunday,8.0,1
8a618924b2affff,12,Thursday,4.0,1
8a618924b2affff,12,Tuesday,8.0,1
8a618924b2affff,12,Wednesday,4.0,1
8a618924b2cffff,3,Thursday,8.0,1
8a618924b2cffff,11,Saturday,7.800000000000001,1
8a618924b2cffff,12,Thursday,2.0,1
8a618924b2cffff,12,Wednesday,1.0,1
8a618924b2cffff,13,Thursday,1.0,1
8a618924b2d7fff,4,Wednesday,4.0,1
8a618924b2d7fff,5,Sunday,22.0,2
8a618924b2d7fff,6,Sunday,6.0,3
8a618924b2d7fff,10,Thursday,20.8,3
8a618924b2d7fff,10,Tuesday,5.2,1
8a618924b2d7fff,11,Saturday,2.6,1
8a618924b2d7fff,11,Tuesday,1.3,1
8a618924b2d7fff,11,Wednesday,28.6,3
8a618924b2d7fff,12,Friday,8.0,2
8a618924b2d7fff,12,Saturday,29.0,5
8a618924b2d7fff,12,Sunday,6.0,3
8a618924b2d7fff,12,Thursday,14.0,3
8a618924b2d7fff,12,Tuesday,8.0,2
8a618924b2d7fff,12,Wednesday,2.5,1
8a618924b2d7fff,13,Friday,4.0,1
8a618924b2d7fff,13,Monday,4.0,1
8a618924b2d7fff,13,Saturday,1.0,1
8a618924b2d7fff,13,Sunday,4.0,1
8a618924b2f7fff,13,Sunday,8.0,1
8a618924b40ffff,1,Saturday,8.0,1
8a618924b40ffff,5,Sunday,18.0,3
8a618924b40ffff,6,Tuesday,4.0,1
8a618924b41ffff,5,Wednesday,1.0,1
8a618924b45ffff,2,Tuesday,6.0,1
8a618924b487fff,1,Thursday,1.0,1
8a618924b487fff,3,Monday,3.0,3
8a618924b487fff,7,Saturday,1.0,1
8a618924b487fff,12,Saturday,1.0,1
8a618924b487fff,13,Saturday,1.0,1
8a618924b55ffff,2,Friday,4.0,1
8a618924b55ffff,2,Thursday,3.0,1
8a618924b607fff,2,Saturday,8.0,1
8a618924b607fff,11,Saturday,11.700000000000001,2
8a618924b607fff,11,Wednesday,13.0,1
8a618924b607fff,12,Saturday,16.0,1
8a618924b607fff,13,Saturday,1.0,1
8a618924b607fff,13,Thursday,16.0,1
8a618924b617fff,3,Thursday,8.0,1
8a618924b617fff,11,Sunday,5.2,1
8a618924b62ffff,4,Tuesday,4.0,1
8a618924b62ffff,10,Tuesday,18.2,4
8a618924b62ffff,11,Friday,2.6,1
8a618924b62ffff,11,Saturday,45.5,5
8a618924b62ffff,11,Sunday,1.3,1
8a618924b62ffff,11,Thursday,41.6,4
8a618924b62ffff,11,Tuesday,15.6,1
8a618924b62ffff,12,Friday,2.0,1
8a618924b62ffff,12,Saturday,4.0,1
8a618924b62ffff,12,Tuesday,5.0,2
8a618924b62ffff,13,Friday,6.0,1
8a618924b62ffff,13,Saturday,8.0,1
8a618924b62ffff,13,Sunday,4.0,1
8a618924b62ffff,13,Thursday,16.0,2
8a618924b637fff,2,Tuesday,56.0,4
8a618924b637fff,4,Sunday,16.0,1
8a618924b637fff,5,Sunday,17.0,2
8a618924b637fff,11,Friday,62.400000000000006,3
8a618924b637fff,11,Saturday,46.8,3
8a618924b637fff,11,Sunday,72.80000000000001,4
8a618924b637fff,11,Thursday,41.6,2
8a618924b637fff,12,Friday,36.0,3
8a618924b637fff,12,Saturday,28.0,3
8a618924b637fff,12,Sunday,64.0,4
8a618924b637fff,12,Wednesday,48.0,3
8a618924b637fff,13,Saturday,36.0,6
8a618924b637fff,13,Sunday,42.0,5
8a618924b637fff,13,Wednesday,16.0,2
8a618924b667fff,2,Wednesday,2.0,1
8a618924b667fff,4,Sunday,12.0,3
8a618924b667fff,5,Monday,5.0,1
8a618924b667fff,11,Wednesday,15.6,1
8a618924b677fff,2,Thursday,10.0,1
8a618924b677fff,3,Wednesday,8.0,1
8a618924b677fff,4,Sunday,16.0,2
8a618924b677fff,11,Friday,15.6,1
8a618924b677fff,11,Thursday,20.8,2
8a618924b677fff,12,Saturday,8.0,1
8a618924b677fff,12,Sunday,16.0,2
8a618924b6b7fff,2,Friday,4.0,1
8a618924b6b7fff,2,Tuesday,56.0,4
8a618924b6b7fff,12,Tuesday,7.0,2
8a618924b757fff,2,Thursday,12.0,2
8a618924b757fff,11,Tuesday,23.4,3
8a618924b75ffff,2,Saturday,2.0,2
8a618924b75ffff,3,Saturday,4.0,1
8a618924b75ffff,3,Thursday,6.0,1
8a618924b75ffff,3,Tuesday,4.0,1
8a618924b75ffff,4,Friday,18.0,1
8a618924b75ffff,4,Sunday,57.0,6
8a618924b75ffff,5,Sunday,8.0,2
8a618924b75ffff,6,Sunday,5.0,1
8a618924b75ffff,9,Thursday,6.5,1
8a618924b75ffff,11,Friday,39.0,12
8a618924b75ffff,11,Saturday,1.3,1
8a618924b75ffff,11,Thursday,10.4,1
8a618924b75ffff,11,Tuesday,13.0,1
8a618924b75ffff,12,Friday,4.0,1
8a618924b75ffff,12,Tuesday,4.0,1
8a618924b75ffff,13,Tuesday,4.0,1
8a618924b75ffff,14,Friday,36.0,18
8a618924b84ffff,4,Thursday,2.0,1
8a618924b84ffff,5,Sunday,2.0,1
8a618924b84ffff,6,Friday,2.0,1
8a618924b88ffff,1,Saturday,4.0,1
8a618924b927fff,13,Monday,8.0,8
8a618924bb37fff,4,Thursday,2.0,1
8a618924bc37fff,14,Sunday,1.0,1
8a618924bc97fff,2,Wednesday,8.0,2
8a618924bd17fff,12,Sunday,16.0,4
8a618924c327fff,12,Tuesday,1.0,1
8a618924c3a7fff,10,Tuesday,1.3,1
8a618924c507fff,10,Monday,5.2,1
8a618924c507fff,12,Sunday,4.0,1
8a618924c517fff,11,Monday,2.6,2
8a618924c527fff,3,Sunday,14.0,4
8a618924c587fff,1,Wednesday,7.0,2
8a618924c587fff,2,Friday,2.0,1
8a618924c587fff,2,Saturday,4.0,1
8a618924c587fff,2,Tuesday,5.0,1
8a618924c587fff,2,Wednesday,8.0,3
8a618924c587fff,3,Monday,2.0,1
8a618924c587fff,3,Tuesday,4.0,2
8a618924c587fff,4,Friday,1.0,1
8a618924c587fff,4,Saturday,4.0,1
8a618924c587fff,5,Sunday,13.0,3
8a618924c587fff,5,Tuesday,1.0,1
8a618924c587fff,5,Wednesday,1.0,1
8a618924c587fff,6,Friday,1.0,1
8a618924c587fff,6,Saturday,3.0,3
8a618924c587fff,6,Sunday,2.0,2
8a618924c587fff,6,Wednesday,1.0,1
8a618924c587fff,7,Monday,6.0,2
8a618924c587fff,7,Saturday,1.0,1
8a618924c587fff,7,Sunday,3.0,3
8a618924c587fff,7,Thursday,2.0,2
8a618924c587fff,7,Tuesday,1.0,1
8a618924c587fff,7,Wednesday,5.0,5
8a618924c587fff,8,Sunday,1.3,1
8a618924c587fff,9,Friday,5.2,1
8a618924c587fff,9,Sunday,3.9000000000000004,3
8a618924c587fff,9,Tuesday,1.3,1
8a618924c587fff,10,Friday,3.9000000000000004,3
8a618924c587fff,10,Saturday,3.9000000000000004,3
8a618924c587fff,10,Sunday,10.4,2
8a618924c587fff,10,Thursday,3.9000000000000004,2
8a618924c587fff,10,Tuesday,2.6,2
8a618924c587fff,11,Friday,2.6,1
8a618924c587fff,11,Monday,5.85,3
8a618924c587fff,11,Saturday,7.800000000000001,2
8a618924c587fff,12,Tuesday,2.0,1
8a618924c587fff,12,Wednesday,5.0,1
8a618924c587fff,13,Friday,2.0,2
8a618924c587fff,13,Monday,5.0,1
8a618924c587fff,13,Wednesday,2.0,2
8a618924c587fff,14,Sunday,4.0,1
8a618924c597fff,7,Monday,4.0,1
8a618924c597fff,7,Wednesday,4.0,1
8a618924c59ffff,3,Tuesday,3.0,3
8a618924c5a7fff,11,Saturday,7.800000000000001,1
8a618924c5a7fff,12,Friday,4.0,2
8a618924c5affff,2,Wednesday,2.0,1
8a618924c5affff,5,Monday,1.0,1
8a618924c5affff,7,Monday,1.0,1
8a618924c5affff,10,Friday,6.5,2
8a618924c5affff,10,Saturday,1.3,1
8a618924c5affff,10,Tuesday,1.3,1
8a618924c5affff,10,Wednesday,1.3,1
8a618924c5affff,12,Thursday,5.0,1
8a618924c81ffff,4,Saturday,1.0,1
8a618924c82ffff,3,Tuesday,4.0,1
8a618924c82ffff,10,Monday,5.2,1
8a618924c82ffff,11,Monday,1.3,1
8a618924c82ffff,12,Sunday,6.0,1
8a618924caeffff,4,Saturday,6.0,1
8a618924caeffff,11,Saturday,5.2,1
8a618924cc47fff,0,Tuesday,7.0,3
8a618924cc47fff,1,Saturday,6.0,6
8a618924cc47fff,1,Thursday,1.0,1
8a618924cc47fff,2,Saturday,4.0,3
8a618924cc47fff,2,Tuesday,4.0,4
8a618924cc47fff,3,Saturday,5.0,4
8a618924cc47fff,3,Tuesday,6.0,6
8a618924cc47fff,4,Saturday,3.0,3
8a618924cc47fff,4,Wednesday,1.0,1
8a618924cc47fff,5,Saturday,3.0,3
8a618924cc47fff,5,Tuesday,2.0,2
8a618924cc47fff,10,Monday,13.0,7
8a618924cc47fff,11,Monday,2.6,2
8a618924cc4ffff,3,Wednesday,2.0,1
8a618924cc57fff,5,Tuesday,1.0,1
8a618924cc57fff,11,Saturday,1.3,1
8a618924cc57fff,13,Tuesday,1.0,1
8a618924cc77fff,6,Saturday,6.0,1
8a618924cc87fff,3,Sunday,4.0,1
8a618924cc87fff,12,Monday,33.0,8
8a618924cc87fff,13,Sunday,12.0,3
8a618924cc87fff,13,Wednesday,2.0,1
8a618924cc8ffff,3,Sunday,6.0,1
8a618924cc8ffff,5,Saturday,4.0,1
8a618924cc8ffff,6,Wednesday,12.0,12
8a618924cc8ffff,8,Monday,3.9000000000000004,3
8a618924cc8ffff,8,Saturday,23.4,1
8a618924cc8ffff,9,Saturday,10.4,8
8a618924cc8ffff,10,Thursday,5.2,1
8a618924cc8ffff,11,Monday,5.2,1
8a618924cc8ffff,12,Monday,2.0,2
8a618924cc8ffff,12,Saturday,2.0,2
8a618924cc8ffff,13,Monday,6.0,6
8a618924cc8ffff,13,Saturday,8.0,4
8a618924cc8ffff,13,Wednesday,9.0,9
8a618924cc9ffff,11,Thursday,5.2,1
8a618924ccaffff,1,Friday,17.0,14
8a618924ccaffff,3,Sunday,4.0,1
8a618924ccaffff,4,Sunday,4.0,4
8a618924ccaffff,5,Saturday,4.0,1
8a618924ccaffff,6,Wednesday,1.0,1
8a618924ccaffff,8,Saturday,15.600000000000001,8
8a618924ccaffff,11,Monday,5.2,1
8a618924ccaffff,11,Sunday,5.2,4
8a618924ccaffff,11,Tuesday,2.6,2
8a618924ccaffff,12,Monday,13.0,4
8a618924ccaffff,12,Saturday,3.0,3
8a618924ccaffff,13,Monday,2.0,2
8a618924ccaffff,13,Saturday,8.0,5
8a618924ccaffff,13,Sunday,28.0,7
8a618924ccaffff,13,Wednesday,8.0,5
8a618924ccc7fff,3,Sunday,1.0,1
8a618924ccc7fff,5,Sunday,3.0,2
8a618924ccc7fff,6,Monday,1.0,1
8a618924ccc7fff,6,Sunday,2.0,1
8a618924ccc7fff,8,Saturday,13.0,3
8a618924ccc7fff,11,Monday,1.3,1
8a618924ccc7fff,11,Saturday,5.2,1
8a618924ccc7fff,11,Thursday,1.3,1
8a618924ccc7fff,11,Tuesday,1.3,1
8a618924ccc7fff,12,Friday,1.0,1
8a618924ccc7fff,12,Sunday,2.0,2
8a618924ccc7fff,12,Tuesday,1.0,1
8a618924ccc7fff,13,Saturday,4.0,1
8a618924ccc7fff,13,Thursday,2.0,2
8a618924ccc7fff,13,Wednesday,5.0,5
8a618924ccd7fff,2,Friday,11.0,11
8a618924ccd7fff,2,Tuesday,1.0,1
8a618924ccd7fff,3,Friday,2.0,2
8a618924ccd7fff,3,Monday,1.0,1
8a618924ccd7fff,3,Tuesday,5.0,2
8a618924ccd7fff,4,Friday,1.0,1
8a618924ccd7fff,4,Sunday,8.0,5
8a618924ccd7fff,4,Tuesday,1.0,1
8a618924ccd7fff,5,Friday,4.0,4
8a618924ccd7fff,5,Saturday,1.0,1
8a618924ccd7fff,5,Sunday,3.0,3
8a618924ccd7fff,5,Wednesday,4.0,1
8a618924ccd7fff,6,Sunday,9.0,2
8a618924ccd7fff,7,Friday,3.0,3
8a618924ccd7fff,7,Sunday,9.0,3
8a618924ccd7fff,8,Monday,2.6,2
8a618924ccd7fff,8,Saturday,20.8,4
8a618924ccd7fff,9,Monday,13.0,4
8a618924ccd7fff,9,Thursday,1.3,1
8a618924ccd7fff,10,Friday,1.3,1
8a618924ccd7fff,10,Monday,9.1,4
8a618924ccd7fff,10,Saturday,7.800000000000001,3
8a618924ccd7fff,10,Thursday,1.3,1
8a618924ccd7fff,11,Friday,13.0,5
8a618924ccd7fff,11,Monday,9.1,4
8a618924ccd7fff,11,Saturday,26.0,10
8a618924ccd7fff,11,Sunday,20.8,4
8a618924ccd7fff,11,Thursday,2.6,2
8a618924ccd7fff,11,Tuesday,2.6,2
8a618924ccd7fff,12,Friday,6.0,6
8a618924ccd7fff,12,Monday,3.0,3
8a618924ccd7fff,12,Saturday,11.0,8
8a618924ccd7fff,12,Thursday,3.0,3
8a618924ccd7fff,12,Wednesday,13.0,5
8a618924ccd7fff,13,Friday,3.0,3
8a618924ccd7fff,13,Monday,9.0,9
8a618924ccd7fff,13,Sunday,3.0,3
8a618924ccd7fff,13,Thursday,2.0,2
8a618924ccd7fff,13,Tuesday,6.0,6
8a618924ccd7fff,13,Wednesday,30.0,20
8a618924ccd7fff,14,Monday,1.0,1
8a618924ccd7fff,14,Thursday,1.0,1
8a618924cce7fff,3,Saturday,4.0,1
8a618924cce7fff,3,Sunday,9.0,9
8a618924cce7fff,3,Wednesday,4.0,4
8a618924cce7fff,4,Sunday,5.0,5
8a618924cce7fff,8,Saturday,5.2,1
8a618924cce7fff,8,Thursday,1.3,1
8a618924cce7fff,13,Wednesday,9.0,9
8a618924cceffff,8,Saturday,6.5,2
8a618924ccf7fff,1,Friday,4.0,4
8a618924ccf7fff,3,Sunday,11.0,3
8a618924ccf7fff,4,Monday,2.0,1
8a618924ccf7fff,5,Monday,1.0,1
8a618924ccf7fff,5,Saturday,1.0,1
8a618924ccf7fff,5,Tuesday,5.0,1
8a618924ccf7fff,6,Friday,8.0,2
8a618924ccf7fff,6,Sunday,4.0,1
8a618924ccf7fff,6,Wednesday,14.0,14
8a618924ccf7fff,7,Saturday,1.0,1
8a618924ccf7fff,8,Friday,2.6,2
8a618924ccf7fff,8,Monday,9.1,7
8a618924ccf7fff,8,Saturday,26.0,5
8a618924ccf7fff,8,Tuesday,2.6,2
8a618924ccf7fff,9,Monday,9.1,4
8a618924ccf7fff,9,Thursday,1.3,1
8a618924ccf7fff,9,Tuesday,1.3,1
8a618924ccf7fff,10,Friday,18.2,10
8a618924ccf7fff,10,Monday,1.3,1
8a618924ccf7fff,10,Wednesday,1.3,1
8a618924ccf7fff,11,Friday,6.5,5
8a618924ccf7fff,11,Tuesday,5.2,4
8a618924ccf7fff,12,Friday,3.0,3
8a618924ccf7fff,12,Saturday,7.0,4
8a618924ccf7fff,13,Saturday,6.0,2
8a618924ccf7fff,13,Sunday,4.0,1
8a618924d19ffff,13,Tuesday,2.0,2
8a618924d54ffff,11,Sunday,1.3,1
8a618924d55ffff,4,Tuesday,14.0,3
8a618924d55ffff,5,Tuesday,4.0,1
8a618924d637fff,11,Friday,3.9000000000000004,3
8a618924d717fff,3,Tuesday,6.0,2
8a618924d717fff,11,Friday,10.4,2
8a618924d717fff,11,Monday,3.25,1
8a618924d717fff,11,Thursday,5.2,1
8a618924d717fff,11,Tuesday,11.700000000000001,4
8a618924d717fff,12,Saturday,11.0,4
8a618924d717fff,12,Sunday,4.0,1
8a618924d717fff,12,Wednesday,1.0,1
8a618924d737fff,13,Thursday,2.0,2
8a618924dc8ffff,11,Tuesday,1.3,1
8a618924e09ffff,3,Friday,10.0,2
8a618924e217fff,11,Wednesday,5.2,1
8a618924e217fff,12,Tuesday,4.0,1
8a618924e237fff,5,Sunday,10.0,1
8a618924e237fff,7,Wednesday,4.0,1
8a618924e237fff,8,Sunday,5.2,1
8a618924e237fff,8,Thursday,5.2,1
8a618924e237fff,9,Thursday,1.3,1
8a618924e237fff,9,Wednesday,5.2,1
8a618924e237fff,12,Friday,4.0,1
8a618924e237fff,14,Sunday,4.0,1
8a618924e257fff,15,Sunday,4.0,1
8a618924e287fff,3,Friday,8.0,1
8a618924e287fff,12,Tuesday,8.0,2
8a618924e297fff,2,Saturday,4.0,1
8a618924e297fff,2,Thursday,23.0,3
8a618924e297fff,2,Tuesday,8.0,2
8a618924e297fff,2,Wednesday,9.0,3
8a618924e297fff,3,Friday,10.0,3
8a618924e297fff,3,Sunday,2.0,1
8a618924e297fff,3,Wednesday,4.0,1
8a618924e297fff,4,Sunday,2.0,1
8a618924e297fff,5,Friday,4.0,1
8a618924e297fff,5,Monday,5.0,2
8a618924e297fff,8,Wednesday,1.3,1
8a618924e297fff,9,Monday,1.3,1
8a618924e297fff,9,Thursday,1.3,1
8a618924e297fff,10,Sunday,6.5,2
8a618924e297fff,11,Friday,5.2,1
8a618924e297fff,11,Sunday,10.4,5
8a618924e297fff,11,Thursday,2.6,1
8a618924e297fff,11,Tuesday,2.6,1
8a618924e297fff,11,Wednesday,1.3,1
8a618924e297fff,12,Saturday,1.0,1
8a618924e297fff,12,Thursday,2.0,2
8a618924e297fff,12,Wednesday,4.0,4
8a618924e297fff,13,Friday,8.0,5
8a618924e297fff,13,Sunday,4.0,1
8a618924e297fff,13,Thursday,1.0,1
8a618924e297fff,13,Tuesday,4.0,1
8a618924e297fff,13,Wednesday,4.0,1
8a618924e297fff,14,Sunday,2.0,2
8a618924e2a7fff,3,Tuesday,4.0,1
8a618924e2effff,15,Sunday,4.0,1
8a618924e30ffff,4,Sunday,4.0,1
8a618924e31ffff,11,Saturday,5.2,1
8a618924e447fff,3,Thursday,4.0,1
8a618924e447fff,11,Thursday,3.9000000000000004,2
8a618924e457fff,11,Thursday,5.2,1
8a618924e46ffff,3,Friday,14.0,3
8a618924e46ffff,3,Sunday,64.0,15
8a618924e46ffff,3,Tuesday,70.0,15
8a618924e46ffff,3,Wednesday,64.0,14
8a618924e46ffff,4,Sunday,10.0,2
8a618924e46ffff,4,Wednesday,19.0,5
8a618924e4b7fff,9,Thursday,5.2,1
8a618924e4b7fff,12,Friday,4.0,1
8a618924e4c7fff,2,Saturday,1.0,1
8a618924e4c7fff,2,Thursday,1.0,1
8a618924e4c7fff,2,Tuesday,1.0,1
8a618924e4c7fff,3,Friday,1.0,1
8a618924e4c7fff,3,Wednesday,3.0,3
8a618924e4c7fff,5,Tuesday,1.0,1
8a618924e4c7fff,6,Saturday,1.0,1
8a618924e4c7fff,11,Friday,1.3,1
8a618924e4c7fff,11,Tuesday,2.6,2
8a618924e4dffff,6,Sunday,1.0,1
8a618924e4dffff,7,Tuesday,1.0,1
8a618924e4dffff,8,Tuesday,1.3,1
8a618924e4dffff,8,Wednesday,1.3,1
8a618924e4dffff,11,Tuesday,5.2,1
8a618924e527fff,10,Sunday,1.3,1
8a618924e527fff,10,Tuesday,1.3,1
8a618924e537fff,5,Saturday,1.0,1
8a618924e537fff,10,Wednesday,1.3,1
8a618924e537fff,11,Friday,10.4,2
8a618924e5a7fff,5,Monday,4.0,1
8a618924e5a7fff,6,Saturday,4.0,1
8a618924e647fff,3,Saturday,5.0,1
8a618924e647fff,3,Sunday,2.0,1
8a618924e647fff,3,Thursday,4.0,1
8a618924e647fff,10,Thursday,7.800000000000001,1
8a618924e647fff,11,Friday,5.2,1
8a618924e647fff,12,Monday,4.0,1
8a618924e647fff,17,Sunday,5.2,1
8a618924e65ffff,3,Friday,16.0,2
8a618924e65ffff,3,Thursday,4.0,1
8a618924e65ffff,7,Thursday,36.0,5
8a618924e65ffff,8,Friday,5.2,1
8a618924e65ffff,9,Monday,5.2,1
8a618924e65ffff,9,Thursday,1.3,1
8a618924e65ffff,9,Tuesday,7.800000000000001,1
8a618924e65ffff,11,Sunday,5.2,4
8a618924e66ffff,3,Sunday,1.0,1
8a618924e66ffff,8,Thursday,10.4,2
8a618924e66ffff,8,Wednesday,1.3,1
8a618924e66ffff,9,Monday,5.2,1
8a618924e66ffff,11,Wednesday,1.3,1
8a618924e66ffff,17,Sunday,5.2,1
8a618924e687fff,8,Tuesday,5.2,1
8a618924e6a7fff,2,Monday,4.0,1
8a618924e6a7fff,2,Wednesday,8.0,1
8a618924e6a7fff,3,Monday,4.0,1
8a618924e6a7fff,8,Friday,5.2,1
8a618924e6a7fff,8,Monday,10.4,2
8a618924e6a7fff,8,Thursday,10.4,2
8a618924e6a7fff,9,Tuesday,5.2,1
8a618924e6a7fff,11,Tuesday,5.2,1
8a618924e6a7fff,14,Sunday,4.0,1
8a618924e6affff,6,Wednesday,4.0,1
8a618924e6affff,8,Friday,7.800000000000001,1
8a618924e6affff,9,Tuesday,10.4,2
8a618924e6affff,11,Tuesday,5.2,1
8a618924e6affff,13,Saturday,4.0,1
8a618924e6b7fff,2,Sunday,4.0,1
8a618924e6b7fff,2,Wednesday,24.0,3
8a618924e6b7fff,3,Monday,16.0,4
8a618924e6b7fff,3,Tuesday,4.0,1
8a618924e6b7fff,5,Wednesday,8.0,1
8a618924e6b7fff,7,Tuesday,16.0,4
8a618924e6b7fff,8,Monday,5.2,1
8a618924e6b7fff,8,Wednesday,5.2,1
8a618924e6b7fff,14,Sunday,4.0,1
8a618924e6c7fff,4,Friday,1.0,1
8a618924e6cffff,1,Wednesday,2.0,1
8a618924e6cffff,2,Friday,12.0,3
8a618924e6cffff,2,Tuesday,4.0,1
8a618924e6cffff,3,Wednesday,6.0,1
8a618924e6cffff,4,Saturday,2.0,1
8a618924e6cffff,8,Friday,10.4,1
8a618924e6cffff,8,Monday,20.8,2
8a618924e6cffff,8,Thursday,5.2,1
8a618924e6cffff,9,Friday,5.2,1
8a618924e6cffff,10,Friday,1.3,1
8a618924e6cffff,11,Thursday,2.6,1
8a618924e6cffff,11,Wednesday,1.3,1
8a618924e6cffff,12,Wednesday,4.0,1
8a618924e6cffff,13,Tuesday,9.0,6
8a618924e6cffff,14,Sunday,1.0,1
8a618924e6d7fff,8,Monday,5.2,1
8a618924e6d7fff,8,Thursday,10.4,2
8a618924e6d7fff,9,Sunday,1.3,1
8a618924e6dffff,6,Monday,1.0,1
8a618924e6dffff,6,Tuesday,1.0,1
8a618924e6dffff,9,Monday,41.6,4
8a618924e6dffff,12,Sunday,1.0,1
8a618924e6effff,2,Friday,4.0,1
8a618924e6effff,2,Sunday,1.0,1
8a618924e6effff,2,Tuesday,4.0,1
8a618924e6effff,7,Friday,4.0,1
8a618924e6effff,7,Thursday,16.0,2
8a618924e6effff,8,Tuesday,5.2,1
8a618924e6effff,9,Monday,26.0,4
8a618924e6effff,9,Wednesday,24.700000000000003,7
8a618924e6effff,10,Saturday,3.9000000000000004,3
8a618924e6effff,10,Sunday,5.2,1
8a618924e6effff,10,Thursday,1.3,1
8a618924e6effff,10,Tuesday,5.2,1
8a618924e6effff,11,Tuesday,5.2,1
8a618924e6effff,11,Wednesday,24.7,7
8a618924e6effff,12,Wednesday,9.0,3
8a618924e6f7fff,8,Tuesday,5.2,1
8a618924e6f7fff,9,Tuesday,5.2,1
8a618924e797fff,3,Thursday,4.0,1
8a618924e797fff,4,Saturday,4.0,1
8a618924e797fff,5,Sunday,1.0,1
8a618924e797fff,5,Wednesday,18.0,3
8a618924e797fff,6,Sunday,6.0,2
8a618924e797fff,7,Tuesday,2.0,2
8a618924e797fff,9,Saturday,1.3,1
8a618924e797fff,10,Saturday,5.2,1
8a618924e797fff,10,Sunday,7.800000000000001,1
8a618924e797fff,11,Friday,2.6,2
8a618924e797fff,11,Saturday,5.2,1
8a618924e797fff,15,Friday,2.0,2
8a618924e79ffff,1,Tuesday,18.0,1
8a618924e79ffff,2,Monday,8.0,2
8a618924e79ffff,4,Monday,36.0,9
8a618924e79ffff,5,Monday,8.0,2
8a618924e79ffff,5,Wednesday,8.0,1
8a618924e79ffff,9,Saturday,5.2,1
8a618924e817fff,2,Tuesday,1.0,1
8a618924e817fff,10,Sunday,5.2,1
8a618924e817fff,10,Wednesday,1.3,1
8a618924e817fff,12,Sunday,1.0,1
8a618924e827fff,10,Monday,5.2,1
8a618924e82ffff,4,Friday,10.0,1
8a618924e82ffff,9,Thursday,1.3,1
8a618924e82ffff,10,Sunday,5.2,1
8a618924e82ffff,11,Wednesday,1.3,1
8a618924e82ffff,12,Friday,1.0,1
8a618924e877fff,8,Saturday,1.3,1
8a618924e887fff,23,Thursday,1.0,1
8a618924e897fff,3,Friday,1.0,1
8a618924e897fff,5,Friday,4.0,1
8a618924e897fff,5,Saturday,8.0,2
8a618924e897fff,6,Thursday,4.0,1
8a618924e897fff,6,Tuesday,16.0,7
8a618924e897fff,6,Wednesday,5.0,2
8a618924e897fff,7,Tuesday,1.0,1
8a618924e897fff,8,Saturday,5.2,1
8a618924e897fff,8,Sunday,5.2,1
8a618924e897fff,12,Tuesday,6.0,1
8a618924e8a7fff,10,Saturday,10.4,1
8a618924e8a7fff,10,Tuesday,5.2,2
8a618924e8affff,6,Tuesday,4.0,1
8a618924e8c7fff,10,Wednesday,5.2,1
8a618924e8cffff,3,Wednesday,4.0,1
8a618924e8cffff,5,Thursday,2.0,1
8a618924e8cffff,12,Sunday,4.0,1
8a618924e8f7fff,10,Thursday,5.2,2
8a618924e8f7fff,11,Thursday,2.6,1
8a618924e8f7fff,12,Saturday,6.0,1
8a618924e947fff,11,Friday,2.6,1
8a618924e947fff,13,Tuesday,1.0,1
8a618924e957fff,8,Tuesday,1.3,1
8a618924e957fff,12,Friday,1.0,1
8a618924e967fff,3,Thursday,10.0,1
8a618924e967fff,4,Sunday,4.0,1
8a618924e967fff,5,Sunday,1.0,1
8a618924e967fff,8,Saturday,3.9000000000000004,3
8a618924e967fff,11,Saturday,9.1,7
8a618924e96ffff,5,Monday,4.0,1
8a618924e96ffff,10,Sunday,5.2,1
8a618924e96ffff,11,Saturday,1.3,1
8a618924e96ffff,11,Thursday,18.200000000000003,3
8a618924e96ffff,12,Saturday,2.0,2
8a618924e96ffff,13,Thursday,16.0,4
8a618924e96ffff,14,Tuesday,2.0,1
8a618924e977fff,11,Saturday,2.6,2
8a618924eb17fff,6,Wednesday,1.0,1
8a618924eb87fff,3,Thursday,8.0,2
8a618924eb87fff,3,Tuesday,4.0,1
8a618924ec47fff,0,Monday,1.0,1
8a618924ec47fff,3,Friday,6.0,6
8a618924ec47fff,3,Wednesday,2.0,2
8a618924ec47fff,4,Tuesday,5.0,5
8a618924ec47fff,5,Saturday,8.0,2
8a618924ec47fff,6,Friday,11.0,5
8a618924ec47fff,6,Thursday,13.0,13
8a618924ec47fff,6,Tuesday,16.0,4
8a618924ec47fff,6,Wednesday,26.0,8
8a618924ec47fff,7,Friday,3.0,3
8a618924ec47fff,7,Saturday,5.0,5
8a618924ec47fff,7,Thursday,6.0,6
8a618924ec47fff,10,Saturday,5.2,1
8a618924ec47fff,11,Friday,1.3,1
8a618924ec47fff,11,Saturday,1.3,1
8a618924ec47fff,13,Saturday,1.0,1
8a618924ec57fff,3,Friday,3.0,3
8a618924ec57fff,5,Saturday,24.0,6
8a618924ec57fff,6,Friday,24.0,6
8a618924ec57fff,6,Thursday,4.0,1
8a618924ec57fff,6,Tuesday,12.0,3
8a618924ec57fff,6,Wednesday,8.0,2
8a618924ec57fff,10,Thursday,5.2,1
8a618924ec57fff,11,Saturday,1.3,1
8a618924ec57fff,11,Thursday,1.3,1
